KORT;KORT EID AV KUNDE;PRIS BOOKING;MEDLEM;KUNDEID;RESSURS;BESØKSDATO;STARTTID;BESTILLINGSDATO;BESTILLINGSTID;ANTALLRESURSER
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Gyldig for angitt antall dager NOK 2 800    Antall ganger     Antall ganger NOK 600    Antall ganger NOK 600    Antall ganger NOK 600    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 0;yes;5502170;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 16:24;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6517960;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 17:57;1
<br/>;;NOK 250;No;6863998;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 18:43;2
<br/>;;NOK 350;No;6864491;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 21:23;2
<br/>;Gyldig for angitt antall dager NOK 1 300    Gyldig for angitt antall dager NOK 400;NOK 100;yes;5783250;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 22:41;1
<br/>;;NOK 525;No;6864727;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 23:07;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6270740;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;08.05.2022;08.05.2022 06:35;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5946027;Dropin  - Sukkerbiten;08.05.2022;07:00-08:30;08.05.2022;08.05.2022 06:47;1
<br/>;;NOK 200;yes;6513380;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;02.05.2022;02.05.2022 06:39;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6265555;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;04.05.2022;04.05.2022 23:49;1
<br/>;;NOK 200;yes;6148727;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;06.05.2022;06.05.2022 17:18;2
<br/>;;NOK 100;yes;6148727;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;06.05.2022;06.05.2022 18:01;1
<br/>;;NOK 175;yes;6863500;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 15:45;1
<br/>;;NOK 350;No;6863862;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 17:46;2
<br/>;;NOK 175;No;6864451;Dropin  - Bademaschin/Snipa;08.05.2022;07:00-08:30;07.05.2022;07.05.2022 21:10;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6797583;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;24.04.2022;24.04.2022 15:28;1
<br/>;;NOK 350;yes;6218562;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;24.04.2022;24.04.2022 17:03;4
<br/>;;NOK 375;yes;6820412;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;24.04.2022;24.04.2022 18:39;4
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707154;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;29.04.2022;29.04.2022 12:10;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6729021;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;29.04.2022;29.04.2022 12:24;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5826838;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;30.04.2022;30.04.2022 11:28;1
<br/>;;NOK 200;yes;5702810;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;30.04.2022;30.04.2022 12:45;2
<br/>;;NOK 200;yes;6031912;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;30.04.2022;30.04.2022 18:30;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6760793;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;02.05.2022;02.05.2022 14:32;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5501415;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;02.05.2022;02.05.2022 16:52;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;No;5712117;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;03.05.2022;03.05.2022 04:45;1
<br/>;;NOK 525;No;6462646;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;03.05.2022;03.05.2022 12:22;3
<br/>;;NOK 250;yes;6192337;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;03.05.2022;03.05.2022 22:55;3
<br/>;;NOK 100;yes;6792250;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;04.05.2022;04.05.2022 11:40;1
<br/>;;NOK 200;yes;6783532;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;04.05.2022;04.05.2022 14:39;2
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5828951;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;04.05.2022;04.05.2022 19:55;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5828946;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;04.05.2022;04.05.2022 19:55;1
Gavekort<br/>;;NOK 0;yes;5752970;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 07:09;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5716781;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 09:39;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5713026;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 09:43;1
<br/>;;NOK 175;No;6851738;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 19:24;1
<br/>;;NOK 200;yes;6707503;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 20:21;2
<br/>;;NOK 350;No;6861459;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 23:14;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5723880;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 00:11;1
<br/>;;NOK 175;No;5809970;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 00:12;1
<br/>;;NOK 100;yes;6763568;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 06:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5779579;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 09:31;1
<br/>;;NOK 175;No;6092704;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 09:33;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5854687;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 09:55;1
<br/>;;NOK 175;No;6835415;Dropin  - Sukkerbiten;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 10:36;1
<br/>;;NOK 200;yes;6492734;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 15:47;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6847086;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;06.05.2022;06.05.2022 20:02;1
<br/>;;NOK 175;No;6862336;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 09:05;1
<br/>;;NOK 175;No;6862428;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 09:41;1
<br/>;;NOK 200;yes;6839067;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 13:18;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6407896;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 18:51;1
<br/>;;NOK 350;No;6697960;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 21:02;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6393120;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 22:05;1
<br/>;;NOK 350;No;6083535;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 22:19;2
<br/>;;NOK 100;yes;6440303;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;07.05.2022;07.05.2022 22:54;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5578058;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 00:04;1
<br/>;;NOK 175;yes;6399069;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 00:09;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;No;5996658;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 07:12;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6423874;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 07:25;1
<br/>;;NOK 100;yes;6788623;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 07:46;1
<br/>;;NOK 350;No;6032741;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 07:52;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5498754;Dropin  - Bademaschin/Snipa;08.05.2022;08:30-10:00;08.05.2022;08.05.2022 09:07;1
<br/>;;NOK 200;yes;6513399;Dropin - Kroloftet (Svartdalen);08.05.2022;08:30-10:00;02.05.2022;02.05.2022 17:37;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 2 800    Antall ganger NOK 300;NOK 0;No;6148745;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;21.04.2022;21.04.2022 12:58;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6797583;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;24.04.2022;24.04.2022 15:26;1
<br/>;;NOK 175;No;6835532;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;29.04.2022;29.04.2022 09:51;1
<br/>;;NOK 350;No;5835149;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;29.04.2022;29.04.2022 14:41;2
<br/>;;NOK 525;No;6185123;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;01.05.2022;01.05.2022 12:21;3
<br/>;;NOK 350;No;6842543;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;01.05.2022;01.05.2022 13:17;2
<br/>;;NOK 100;yes;6496549;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;01.05.2022;01.05.2022 19:05;1
<br/>;;NOK 400;yes;5743510;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;02.05.2022;02.05.2022 11:26;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6515479;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;02.05.2022;02.05.2022 21:07;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5710338;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 03:41;1
<br/>;;NOK 100;yes;5743510;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 08:37;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5937469;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 14:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;No;5937439;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 14:11;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5501288;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 20:20;1
<br/>;;NOK 175;No;6850592;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 21:30;1
<br/>;;NOK 200;yes;6433546;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;06.05.2022;06.05.2022 19:52;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;yes;5707199;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;06.05.2022;06.05.2022 20:43;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6360854;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;06.05.2022;06.05.2022 20:54;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6564735;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 09:22;1
<br/>;;NOK 350;No;6862674;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 11:16;2
<br/>;;NOK 350;No;6862711;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 11:27;2
<br/>;;NOK 175;No;6842328;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 12:00;1
<br/>;;NOK 175;No;5725111;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 12:02;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 0;yes;5492279;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 12:48;1
<br/>;;NOK 350;No;6863428;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 15:21;2
<br/>;;NOK 350;No;6863478;Dropin  - Sukkerbiten;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 15:34;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501691;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;25.04.2022;25.04.2022 20:08;1
<br/>;;NOK 525;No;6582228;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;02.05.2022;02.05.2022 12:48;3
<br/>;;NOK 700;No;6781872;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;02.05.2022;02.05.2022 12:58;4
<br/>;;NOK 200;yes;6667197;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;03.05.2022;03.05.2022 11:14;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6614241;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 10:00;1
<br/>;;NOK 350;No;6862740;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 11:35;2
<br/>;;NOK 425;No;6862767;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 11:46;3
<br/>;;NOK 500;No;6171726;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 14:53;4
Årskort/månedskort   <br/>;Forhåndsbetalt beløp NOK 2 500    Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501403;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;07.05.2022;07.05.2022 17:18;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6191069;Dropin  - Bademaschin/Snipa;08.05.2022;10:00-11:30;08.05.2022;08.05.2022 09:26;1
Gavekort<br/>;;NOK 0;No;5707298;Dropin - Kroloftet (Svartdalen);08.05.2022;10:00-11:30;04.05.2022;04.05.2022 08:48;1
<br/>;;NOK 200;yes;6273240;Dropin - Kroloftet (Svartdalen);08.05.2022;10:00-11:30;07.05.2022;07.05.2022 18:40;2
<br/>;;NOK 200;yes;6230870;Dropin - Kroloftet (Svartdalen);08.05.2022;10:00-11:30;07.05.2022;07.05.2022 20:16;2
<br/>;;NOK 0;No;6369860;Snipa;08.05.2022;10:30-12:30;09.02.2022;09.02.2022 17:22;1
<br/>;;NOK 2 300;No;6652635;Skarven;08.05.2022;11:00-13:00;04.03.2022;04.03.2022 08:31;1
<br/>;;NOK 300;yes;6741170;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;19.04.2022;19.04.2022 10:41;3
<br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5831502;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;25.04.2022;25.04.2022 19:31;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;27.04.2022;27.04.2022 22:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6200133;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;27.04.2022;27.04.2022 22:52;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5778363;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;28.04.2022;28.04.2022 15:55;1
<br/>;;NOK 350;No;6769063;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;28.04.2022;28.04.2022 19:19;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5795150;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;30.04.2022;30.04.2022 09:29;1
<br/>;;NOK 425;No;6401631;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;01.05.2022;01.05.2022 11:30;3
<br/>;;NOK 400;yes;6107947;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;01.05.2022;01.05.2022 16:31;4
<br/>;;NOK 100;yes;6107947;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;01.05.2022;01.05.2022 16:33;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5963736;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;01.05.2022;01.05.2022 18:20;1
<br/>;;NOK 350;No;6787222;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;06.05.2022;06.05.2022 17:22;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5501619;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 08:39;1
Årskort/månedskort   <br/>;Antall ganger NOK 2 000    Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5870183;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 13:01;1
<br/>;;NOK 200;yes;6501497;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 13:06;2
<br/>;;NOK 700;No;6863197;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 14:07;4
<br/>;;NOK 350;No;6863201;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 14:08;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5712337;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 16:07;1
<br/>;;NOK 175;No;6863201;Dropin  - Sukkerbiten;08.05.2022;11:30-13:00;07.05.2022;07.05.2022 17:14;1
<br/>;;NOK 400;yes;6397750;Dropin  - Bademaschin/Snipa;08.05.2022;11:30-13:00;01.05.2022;01.05.2022 14:35;4
<br/>;;NOK 400;yes;6442268;Dropin  - Bademaschin/Snipa;08.05.2022;11:30-13:00;02.05.2022;02.05.2022 14:41;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707825;Dropin  - Bademaschin/Snipa;08.05.2022;11:30-13:00;02.05.2022;02.05.2022 16:21;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5775603;Dropin  - Bademaschin/Snipa;08.05.2022;11:30-13:00;02.05.2022;02.05.2022 16:21;1
<br/>;;NOK 175;No;6855660;Dropin  - Bademaschin/Snipa;08.05.2022;11:30-13:00;05.05.2022;05.05.2022 11:38;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5491691;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;20.04.2022;20.04.2022 21:28;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5503605;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;01.05.2022;01.05.2022 22:06;1
Gavekort<br/>;;NOK 0;No;6166499;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;02.05.2022;02.05.2022 20:59;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5934482;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;06.05.2022;06.05.2022 09:07;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6046299;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;07.05.2022;07.05.2022 10:44;1
<br/>;;NOK 350;No;6864433;Dropin - Kroloftet (Svartdalen);08.05.2022;11:30-13:00;07.05.2022;07.05.2022 21:03;2
<br/>;;NOK 1 200;yes;6502845;Måken;08.05.2022;12:00-14:00;29.04.2022;29.04.2022 18:00;1
<br/>;;NOK 2 800;No;6842022;Bademaschin 2;08.05.2022;12:00-14:00;01.05.2022;01.05.2022 09:56;1
<br/>;;NOK 2 300;No;6609162;Snipa;08.05.2022;12:30-14:30;22.04.2022;22.04.2022 21:06;1
<br/>;;NOK 1 800;No;6861365;Badstua Bispen;08.05.2022;12:30-14:30;06.05.2022;06.05.2022 22:45;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400    Antall ganger NOK 600;NOK 0;yes;5518913;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;19.04.2022;19.04.2022 19:08;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6676365;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;23.04.2022;23.04.2022 13:25;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6797583;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;24.04.2022;24.04.2022 10:22;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6582480;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;27.04.2022;27.04.2022 21:07;1
<br/>;;NOK 100;yes;6692168;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;27.04.2022;27.04.2022 21:14;1
<br/>;;NOK 200;yes;6503136;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;29.04.2022;29.04.2022 14:33;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6804935;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;01.05.2022;01.05.2022 16:54;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6221170;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;01.05.2022;01.05.2022 22:13;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5492124;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;01.05.2022;01.05.2022 23:13;1
<br/>;;NOK 100;yes;5716768;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 11:31;1
<br/>;;NOK 350;No;6667529;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 12:54;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6442023;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 14:26;1
<br/>;;NOK 100;yes;5962704;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 20:48;1
<br/>;;NOK 200;yes;6208291;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 20:55;2
<br/>;;NOK 350;No;6861708;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;07.05.2022;07.05.2022 01:29;2
<br/>;;NOK 175;No;6203353;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;07.05.2022;07.05.2022 14:24;1
<br/>;;NOK 525;No;6856988;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;07.05.2022;07.05.2022 15:09;3
<br/>;;NOK 200;yes;6110543;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;07.05.2022;07.05.2022 15:23;2
<br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5783132;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;07.05.2022;07.05.2022 17:56;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager NOK 200;NOK 0;yes;5706938;Dropin  - Sukkerbiten;08.05.2022;13:00-14:30;08.05.2022;08.05.2022 12:10;1
<br/>;;NOK 300;yes;5954866;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;27.04.2022;27.04.2022 17:32;3
<br/>;;NOK 100;yes;6532134;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;28.04.2022;28.04.2022 09:37;1
<br/>;;NOK 175;No;6832440;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;28.04.2022;28.04.2022 09:41;1
<br/>;;NOK 525;No;6846473;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 17:26;3
<br/>;;NOK 200;yes;6513951;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 17:46;2
<br/>;;NOK 100;yes;6559637;Dropin  - Bademaschin/Snipa;08.05.2022;13:00-14:30;02.05.2022;02.05.2022 21:36;1
